text,sentiment,subjectivity,polarity
b'@madonna @tomhanks nice #corona typewriters. \n\nwe see you. \xf0\x9f\x91\x81 #eatthepain \n\nyou symbolism will be your downfall.\xe2\x80\xa6 https://t.co/r95tae8dup',"Sentiment(polarity=0.6, subjectivity=1.0)",1.0,0.6
b'm u s i c  t e l e v i s i o n \xf0\x9f\xa7\xac\xe2\x9a\xa1\xef\xb8\x8f\n\xe2\x80\xa2\n\xe2\x80\xa2\n\xe2\x80\xa2\n\xe2\x80\xa2\n#youngjink #music #corona #mtv #newmusic #like #follow #subscribe\xe2\x80\xa6 https://t.co/irzvnl8ryt',"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"b'#staysafestayhome\nwhen you work from home, you have got extra time for yourself; may be to improve your skillsets o\xe2\x80\xa6 https://t.co/xksuuwaqae'","Sentiment(polarity=0.0, subjectivity=0.1)",0.1,0.0
b'\xe2\x80\x9csome countries are planning airlines shutdown and no flying until at least the end of may\xe2\x80\x9d -bbc \nalarming as it so\xe2\x80\xa6 https://t.co/ec5uol7z1j',"Sentiment(polarity=-0.3, subjectivity=0.4)",0.4,-0.3
b'guys think more about your health.. #corona \xf0\x9f\x98\x94\xf0\x9f\x98\x94.. @asli_jacqueline so so sad\xf0\x9f\x98\x94\xf0\x9f\x98\x94\n.\n #jacquelinefernandez #srilanka\xe2\x80\xa6 https://t.co/gwyvgvyoxv',"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5
b'taking care of basic necessities in life? a good hair cut is a must. thanks to vinayak_vedant i think i am sorted i\xe2\x80\xa6 https://t.co/ggz7yoz1u3',"Sentiment(polarity=0.3, subjectivity=0.30833333333333335)",0.30833333333333335,0.3
"b""if the whole world goes in to lockdown for 3 weeks the problem could be solved\nbut the so called 'developed' countr\xe2\x80\xa6 https://t.co/lziv6bjx4s""","Sentiment(polarity=0.15000000000000002, subjectivity=0.35)",0.35,0.15000000000000002
b'he knew this would happen!!!\n#coronavirus  #corona #re2   #leonkennedy  #covid19 #gaming https://t.co/piosl1chij',"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
b'@taapsee pseudo feminists are more dangerous than coronavirus\n#corona',"Sentiment(polarity=-0.04999999999999999, subjectivity=0.7)",0.7,-0.04999999999999999
b'if #corona happened during upa under manmohan singh &amp; sonia gandhi :\nrs 5000 cr    lab scam\nrs 7000 cr    mask scam\xe2\x80\xa6 https://t.co/pkbhvyonh2',"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
b'@piersmorgan corona virus should be renamed as chinese virus..i am with @realdonaldtrump ..#corona #covid2019 #chinavirus #chinalied',"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"b'as tourism goes into a tailspin with #corona, here is a piece by my colleague astha at @sdcfoundationuk on how the\xe2\x80\xa6 https://t.co/vsbvplzlwe'","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
b'use #rna #vaccines against #coronavirusindia. @pmoindia @hmoindia @authackeray\n@who @rautsanjay61 @rajthackeray\xe2\x80\xa6 https://t.co/6yjvk9pjf4',"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
b'i appeal to goverment of nepal #pmonepal wake up and stop tia indians are arriving to avoid #corona of india and spreading #coronanepal',"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
b'@cnni #corona is now supreme power of the world. is @realdonaldtrump ready to accept it?',"Sentiment(polarity=0.2, subjectivity=0.5)",0.5,0.2
b'crack... \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 #oppo #crack #legend #coronav\xc3\xadrus #corona #funnymemes #funny #post #heat #summer #justbakwas\xe2\x80\xa6 https://t.co/pk5sbv5mfw',"Sentiment(polarity=0.25, subjectivity=1.0)",1.0,0.25
"b""@theagenda_sabc @blainherman @desireechauke i still don't understand how you say kids must stay at home and let par\xe2\x80\xa6 https://t.co/ejigmmaav3""","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
b'coronavirus remains the second worst virus originated from china\n\ntiktok still remains on number 1\xe2\x80\xa6 https://t.co/eitlbtzafy',"Sentiment(polarity=-0.5, subjectivity=0.5)",0.5,-0.5
b'one of my better videos - if your interested link is below https://t.co/8vq7n1onsj\n#corona #covid_19 #debunked\xe2\x80\xa6 https://t.co/cjg3qm0gid',"Sentiment(polarity=0.375, subjectivity=0.5)",0.5,0.375
b'a message to our customers from new impulse hr solutions \xf0\x9f\x8e\xaf\n.\n.\n#corona #coronavirus #virus #china #riverside\xe2\x80\xa6 https://t.co/p9gnfudo17',"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.45454545454545453,0.13636363636363635
"b""that's a good news.\nitaly &amp; other countries has become new wuhan anyway\xf0\x9f\x98\x93 #corona https://t.co/jdhqtduhx5""","Sentiment(polarity=0.2371212121212121, subjectivity=0.47651515151515156)",0.47651515151515156,0.2371212121212121
b'@bbcworld various countries are closing borders to contain the spread of #corona \nget all the #facts about the numb\xe2\x80\xa6 https://t.co/p16pupbm1x',"Sentiment(polarity=0.0, subjectivity=0.5)",0.5,0.0
"b'why outbreaks like #coronavirus spread exponentially, and how to flatten the growth curve. easy to understand simul\xe2\x80\xa6 https://t.co/6vtspwjbk4'","Sentiment(polarity=0.43333333333333335, subjectivity=0.8333333333333334)",0.8333333333333334,0.43333333333333335
"b'this \xe2\x80\x98job\xe2\x80\x99 is done, looking forward to new challenges! check my linkedin below #corona #freelance #journalist\xe2\x80\xa6 https://t.co/0dykes8i2i'","Sentiment(polarity=0.17045454545454544, subjectivity=0.45454545454545453)",0.45454545454545453,0.17045454545454544
"b""sources say @fifthharmony's #workfromhome rises to no.1 on next weeks billboard hot 100.\n\n#corona #coronavirus #covid19""","Sentiment(polarity=0.125, subjectivity=0.42500000000000004)",0.42500000000000004,0.125
b'while everyone is panicking over #corona my daddy goes to work every day. my heart melts. \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x98\xa3#statebankofindia #patna',"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
b'deputy commissioner #hafiz_abad #nadeem_shehzad_mirza sing an #awareness song to #fightagainstcoronavirus\nsalute to\xe2\x80\xa6 https://t.co/dcxv3xpuqv',"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
b'one of the best ways to greet people without offending them. let\xe2\x80\x99s get back to this until things calm down. we are\xe2\x80\xa6 https://t.co/pnpdwcpnj2',"Sentiment(polarity=0.2861111111111111, subjectivity=0.33472222222222225)",0.33472222222222225,0.2861111111111111
b'80% of coronavirus deaths in the us are among adults 65 and older https://t.co/itrd9rujep #corona',"Sentiment(polarity=0.16666666666666666, subjectivity=0.3333333333333333)",0.3333333333333333,0.16666666666666666
b'there are many #corona stories on social media especially on @twitterindia but i am amazed to see so called suspect\xe2\x80\xa6 https://t.co/blxv2csvyw',"Sentiment(polarity=0.17777777777777778, subjectivity=0.5222222222222223)",0.5222222222222223,0.17777777777777778
b'#corona let us act as responsible citizens by -\n\n* approaching this whole issue in a scientific manner.\n\n* taking p\xe2\x80\xa6 https://t.co/xwpoau0rd4',"Sentiment(polarity=0.13333333333333333, subjectivity=0.3166666666666667)",0.3166666666666667,0.13333333333333333
"b""be friend with the #corona and she'll go\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3""","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
b'lucky:...\nvery lucky:...\nfr ate h studnts of clss 1 to 8 jo bina xm die promote ho gye\xf0\x9f\x98\xa5\n#corona ki mhrbani se\xf0\x9f\x98\x91',"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"b'the good news is jesus.\nthe bible said as man thinketh in his heart,so is he.whatever you think in your heart is th\xe2\x80\xa6 https://t.co/eytqqk52qf'","Sentiment(polarity=0.7, subjectivity=0.6000000000000001)",0.6000000000000001,0.7
"b""we should not wait for #corona to become a major outbreak in #noida. it's better if we behave responsibly and start\xe2\x80\xa6 https://t.co/bzlszjy64p""","Sentiment(polarity=0.25416666666666665, subjectivity=0.5166666666666667)",0.5166666666666667,0.25416666666666665
b'anyone sneezes in #northkorea \nnorth korean govt to that guy..\n#coronavirusindia \n#corona\n#dynamo https://t.co/ardhzx9enx',"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
b'this is how a world without humans look like. hmmmm. \xf0\x9f\x91\x8c\n#corona\nhttps://t.co/ssnp76g9mo',"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"b'work from home benefits... afterward effects, what the hell #corona is? \xf0\x9f\xa4\xaa\xf0\x9f\xa4\xab\xf0\x9f\xa4\x93 https://t.co/hhpwfwwvku'","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
b'thanks for postponing our exam ioe.\nthis is the first time in the history of ioe that exam has been postponed...\xe2\x80\xa6 https://t.co/tmnmrrgbvs',"Sentiment(polarity=0.225, subjectivity=0.26666666666666666)",0.26666666666666666,0.225
"b'currently, artists all around the globe are giving their fans the pleasure of live streaming all their mini-stay-at\xe2\x80\xa6 https://t.co/2n1j4dtkdz'","Sentiment(polarity=0.06818181818181818, subjectivity=0.45)",0.45,0.06818181818181818
b'#uklockdown or #lockdownuk is teh same tehn #lockdownholland #lockdownkenya or #lockdowngermany its like #lockdown\xe2\x80\xa6 https://t.co/nptvb9ta4b',"Sentiment(polarity=0.0, subjectivity=0.125)",0.125,0.0
b'people working from home right now... #stayhome #corona #diddy https://t.co/gsa1hc8xxh',"Sentiment(polarity=0.2857142857142857, subjectivity=0.5357142857142857)",0.5357142857142857,0.2857142857142857
b'software companies were busy to create antivirus to protect their systems and data.\n\nbut they have never imagined t\xe2\x80\xa6 https://t.co/rlsvs2ifvs',"Sentiment(polarity=0.1, subjectivity=0.3)",0.3,0.1
b'coronavirus disrupts social media\xe2\x80\x99s first line of defense...\n\nhttps://t.co/p3zafbxpzr\n\n#ai #artificialintelligence\xe2\x80\xa6 https://t.co/zkmua4drdp',"Sentiment(polarity=0.14166666666666666, subjectivity=0.19999999999999998)",0.19999999999999998,0.14166666666666666
b'#neonatology2020\nsubmit your abstract: https://t.co/jisael3pia\nemail:neonatal@pulsusseries.com\nwhatsapp:+44 345 528\xe2\x80\xa6 https://t.co/wklpdoxgcs',"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"b'ey has given mandatory work from home effective 20th march friday 2020, until further notice for gds india employee\xe2\x80\xa6 https://t.co/ysmqlkul7o'","Sentiment(polarity=0.19999999999999998, subjectivity=0.43333333333333335)",0.43333333333333335,0.19999999999999998
b'video conferencing an alternative way for agm to avoid the spread of covid-19: mca\n#covid19 #corona #mca #agm\xe2\x80\xa6 https://t.co/1hn5h8bimp',"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
b'prevention is better than cure. adhere to these safety measures to stay safe from the #corona virus.\n#amtechbis\xe2\x80\xa6 https://t.co/ggsqeywi8f',"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5
b'pray for the world \xf0\x9f\x8c\x8f\n\n#covid_19 #corona #cornavirus #prayfortheworld #virus https://t.co/qhhxygsgm6',"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"b'together we can drive this #corona out , be a responsible citizen . our government forces , health workers are doin\xe2\x80\xa6 https://t.co/d9kswkcd3q'","Sentiment(polarity=0.2, subjectivity=0.55)",0.55,0.2
b'does anybody know what we are living for?\n#corona',"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
b'yo guys please help me out \n150 rt\xe2\x80\x99s in 48hrs i would appreacite the support so much \xe2\x9d\xa4\xef\xb8\x8f\n@aggrosiege #fncs #fortnite\xe2\x80\xa6 https://t.co/wezbnfgmbl',"Sentiment(polarity=0.2, subjectivity=0.2)",0.2,0.2
b'covid-19: no community transmission yet; 820 random samples test negative\n\n#coronavirusindia #coronainmaharashtra\xe2\x80\xa6 https://t.co/zwmxciwtog',"Sentiment(polarity=-0.5, subjectivity=0.5)",0.5,-0.5
"b'@thespandrell @lziics so #corona combines three elements - flu, hiv, and malaria. a truly globalist virus'","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
b'the need of the hour: \xe2\x8f\xb0\n@bestsoccerstore welcomes all to join this &amp; get free kn95 masks\xf0\x9f\x98\xb7\n\xf0\x9f\x94\x97 https://t.co/zvsu46icjr\xe2\x80\xa6 https://t.co/rmd3227i9b',"Sentiment(polarity=0.4, subjectivity=0.8)",0.8,0.4
"b'@nytimes china has reported no new local #corona case whereas usa has crossed the mark of 8,000 infected people.\nge\xe2\x80\xa6 https://t.co/pszkfqv32d'","Sentiment(polarity=-0.03409090909090909, subjectivity=0.22727272727272727)",0.22727272727272727,-0.03409090909090909
"b'@idalahow @omar53223122 @ahlulsunnah2 also put your trust in for food. whether you work or not work, cook or not co\xe2\x80\xa6 https://t.co/zjfdq6iguc'","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
b'schools to reopen in singapore\n#coronavirusindia \n#coronavirusupdate #coronainmaharashtra #coronavirus #covid19\xe2\x80\xa6 https://t.co/sfa2auprju',"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
b'follow new india opinion @newindiaopinion \n\n#coronavirusupdate #coronavirusindia #chinesewuhanvirus #covid #china\xe2\x80\xa6 https://t.co/t2fytziofh',"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.45454545454545453,0.13636363636363635
b'mood \xf0\x9f\xa7\x90\xf0\x9f\x99\x84 #corona https://t.co/sliebpgvvw',"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
b'itna jldi #corona to theek nhi hota h !! https://t.co/vcobsrq1dv',"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
b'@manas_saloi @olacabs #ola will not give wfh until one comfirm case of #corona comes up in the office',"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
b'follow new india opinion @newindiaopinion \n\n#coronavirusupdate #coronavirusindia #chinesewuhanvirus #covid #china\xe2\x80\xa6 https://t.co/vip38hpddd',"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.45454545454545453,0.13636363636363635
"b'lahore, mar 18:  the university of health sciences (uhs) has established a national telemedicine centre for coronav\xe2\x80\xa6 https://t.co/0vfy3qlpbk'","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
b'if #corona happened during upa under manmohan singh &amp; sonia gandhi :\n\nrs 5000 cr    lab scam\nrs 7000 cr    mask sca\xe2\x80\xa6 https://t.co/xaanlhbni1',"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
b'today at 8pm it will be proved whether our country is a true leader or a follower.#coronavirusindia #corona\xe2\x80\xa6 https://t.co/2m2mphxha0',"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
b'so the government and dvsa have relaxed hgv driver tachograph laws so we can work more hours delivering food to sup\xe2\x80\xa6 https://t.co/fijrlauahq',"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5
b'this beat brought to you by #corona \xe2\x80\xbc\xef\xb8\x8f #coronaviruschallenge #crankitup https://t.co/s2dezqb96s',"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
b'follow new india opinion @newindiaopinion \n\n#coronavirusupdate #coronavirusindia #chinesewuhanvirus #covid #china\xe2\x80\xa6 https://t.co/17h6l0kovh',"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.45454545454545453,0.13636363636363635
"b'defeating #corona is like running a marathon - to make it to the finish line (wherever that is), need to carefully\xe2\x80\xa6 https://t.co/4jj2tfb2h4'","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
b'#corona / #coronadecreet / #coronacrisis / #coronasluiting / #coronaepidemie / #coronapandemie / #coronavirus disea\xe2\x80\xa6 https://t.co/gnnqgbwvsn',"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
b'follow new india opinion @newindiaopinion \n\n#coronavirusupdate #coronavirusindia #chinesewuhanvirus #covid #china\xe2\x80\xa6 https://t.co/4xog5spd4l',"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.45454545454545453,0.13636363636363635
b'pm #modi will address the nation today at 08:00pm over #coronavirusoutbreak \n\nfeeling nervous! \n\na complete lockdow\xe2\x80\xa6 https://t.co/qtqttodryq',"Sentiment(polarity=0.1, subjectivity=0.4)",0.4,0.1
"b'\xf0\x9f\x8e\xbefrench open postponed, now to take place from sep 20-oct 4. fo will begin just 7 days after the us open final and\xe2\x80\xa6 https://t.co/ga6calg0hl'","Sentiment(polarity=0.0, subjectivity=0.6666666666666666)",0.6666666666666666,0.0
"b""#goingnuts\n\nthis is a popular talking point in pro-gov't media networks in #turkey: \n\nglobalists, led by george\xe2\x80\xa6 https://t.co/4qtqurhwl1""","Sentiment(polarity=0.6, subjectivity=0.9)",0.9,0.6
b'good news!!! #covid19pakistan\n#punjabcoronavirusupdate #corona #coronavirusupdate #coronainpakistan https://t.co/0qlfadioos',"Sentiment(polarity=1.0, subjectivity=0.6000000000000001)",0.6000000000000001,1.0
"b'@dm_ghaziabad @upgovt @pmoindia @aajtak @ndtv \nrespect teachers, they are also  human being and have their families\xe2\x80\xa6 https://t.co/zk1pmtjp1y'","Sentiment(polarity=0.0, subjectivity=0.1)",0.1,0.0
b'we all must take the necessary break to break the spread of #corona . please shri @narendramodi ji declare 15 days\xe2\x80\xa6 https://t.co/qia57c8mkr',"Sentiment(polarity=0.0, subjectivity=1.0)",1.0,0.0
"b""dfcuk your bledy father the as*hole who unfortunately fathered you sipping on your mo\xc2\xa3her's reeky mut\xe0\xa4\xb0a.\n\nyou reta\xc2\xa3\xe2\x80\xa6 https://t.co/ja3gjtzsg2""","Sentiment(polarity=-0.5, subjectivity=1.0)",1.0,-0.5
"b""as long as we are normal flora n fauna in nature 's body, we are safe!! d moment we turn into pathogens, nature kil\xe2\x80\xa6 https://t.co/fdmiwb5mqr""","Sentiment(polarity=0.29375, subjectivity=0.5166666666666666)",0.5166666666666666,0.29375
b'do you think people in jail know about coronavirus? #corona #coronaviruschallenge #gypsy #dontdropthesoap',"Sentiment(polarity=-0.1, subjectivity=0.0)",0.0,-0.1
b'facts about #covid_19\n#corona #virus #health #facts https://t.co/wpslbn5kf9',"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"b'the list of celebrity patients grows every day, raising questions about privileged access..\n#coronavirusupdate\xe2\x80\xa6 https://t.co/slk87q7ztb'","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"b'earlier in the day,put many confusions and misinformaxns regrding #corona among the senior members of our locality,\xe2\x80\xa6 https://t.co/vlc2dcjl8w'","Sentiment(polarity=0.25, subjectivity=0.5)",0.5,0.25
"b""i'm going to mute #coronavirusinsa #corona because my anxiety is worsening""","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
b'if you have a new #business then the #marketingstrategy of your startup should have been very different from an est\xe2\x80\xa6 https://t.co/4rrpuzn2dh',"Sentiment(polarity=0.06818181818181818, subjectivity=0.6172727272727273)",0.6172727272727273,0.06818181818181818
b'power of social distancing.  \n\n\xe2\x9c\x85 allow your team 2 work from home #wfh\n\xe2\x9c\x85 avoid any public gathering including parti\xe2\x80\xa6 https://t.co/9auvjuzrwm',"Sentiment(polarity=0.016666666666666666, subjectivity=0.06666666666666667)",0.06666666666666667,0.016666666666666666
"b'#covid19 has killed at least 155 people in the united states and infected close to 10,000 as @realdonaldtrump signs\xe2\x80\xa6 https://t.co/sqm3r4ezqu'","Sentiment(polarity=-0.25, subjectivity=0.2)",0.2,-0.25
b'first positive case of coronavirus in chandigarh\n\nhttps://t.co/zke57zxmfb\n\n#coronavirusindia #corona #chandigarhmistress',"Sentiment(polarity=0.23863636363636365, subjectivity=0.43939393939393934)",0.43939393939393934,0.23863636363636365
b'@sonia177sweet dm is safe during the time of #corona \xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81',"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5
"b'@cnn #corona has created panic among people, the demand for sanitizer is rising leading to its shortage.\nget all th\xe2\x80\xa6 https://t.co/j4mo83zadh'","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
b'respect for docs\n\n#corona https://t.co/xpwpxgbcqi',"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
b'@joebiden foolish tweet whoever wrote it! stop transferring responsibility on to @realdonaldtrump @potus. he rightl\xe2\x80\xa6 https://t.co/fbcwqqcmw8',"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"b'prejudice of broadcasters against over sixties presenting delivers us daft boring 30s &amp; 40s year old preeners, devo\xe2\x80\xa6 https://t.co/yduoygum4f'","Sentiment(polarity=-0.45, subjectivity=0.6)",0.6,-0.45
"b""@samworthneil that's his bite me #corona look!""","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
b'imagine saying you need to work from home and then slow down the internet. \neverything is a mess.\n#corona #coronavirusupdate',"Sentiment(polarity=-0.2277777777777778, subjectivity=0.34444444444444444)",0.34444444444444444,-0.2277777777777778
b'schools - closed\nrestaurants - closed\ngyms - closed\ncinemas - closed\nmy dms - open\n\nyou know what to do.\n#corona\xe2\x80\xa6 https://t.co/gaihau1y1b',"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"b'the asian development bank has offered $350 million to fight the coronavirus pandemic, as a three years old global\xe2\x80\xa6 https://t.co/r0wztamxct'","Sentiment(polarity=0.05, subjectivity=0.1)",0.1,0.05
b'and still we would be buying it for 74 in !nd!a. \xf0\x9f\x98\x82\n\nhttps://t.co/5revu55osq\n\n #nifty #socialdistanacing #rupee\xe2\x80\xa6 https://t.co/tm2tqlavyp',"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"b'worst sanitation gandhi hospital, where six #corona positive cases reported and isolated. no disinfection activitie\xe2\x80\xa6 https://t.co/ksgmerceqp'","Sentiment(polarity=-0.38636363636363635, subjectivity=0.7727272727272727)",0.7727272727272727,-0.38636363636363635
"b'176 countries &amp; territories around the world have reported a total of 219,367 confirmed cases of #coronavirus\xe2\x80\xa6 https://t.co/vltcv7nc8d'","Sentiment(polarity=0.2, subjectivity=0.875)",0.875,0.2
b'covid19 outside china\n#coronavirusupdate #coronainpakistan #coronavirusindia #coronavirusinworld #coronaviruscanada\xe2\x80\xa6 https://t.co/gcub7sjinw',"Sentiment(polarity=0.0, subjectivity=0.05)",0.05,0.0
b'@rahulgandhi @rahulgandhi plz read it &amp; mind it (if u have)\n\n#socialdistanacing #staysafestayhome\xe2\x80\xa6 https://t.co/zg6fuo6lzk',"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
b'@kiranshaw govt is doing the tests for free. all private labs should also do it for free. @drharshvardhan #corona',"Sentiment(polarity=0.26666666666666666, subjectivity=0.6583333333333333)",0.6583333333333333,0.26666666666666666
"b""#corona:- neha, i'm coming for you..\n\n#neha :- why...?\n\n#corona:- it's my choice..\xf0\x9f\x98\x8f""","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"b'time to get married,no\n witnesses and church needed. see you next week when i have signed at home affairs #corona #covid19'","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"b'reality check #corona\nall states, barring assam, found their revenue plummet through the current fy. eg-bihar, saw\xe2\x80\xa6 https://t.co/tmqkgsgh4r'","Sentiment(polarity=0.0, subjectivity=0.4)",0.4,0.0
"b'""work from home"" ke side effect. \xf0\x9f\x98\x82 \n#coronaviruschallenge #corona https://t.co/ztn90erkek'","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"b'a few days ago punjab cm usman buzdar received a detailed briefing #corona\xf0\x9f\xa6\xa0. at the end of the briefing, the cm ask\xe2\x80\xa6 https://t.co/5vbhdrs7rr'","Sentiment(polarity=0.1, subjectivity=0.425)",0.425,0.1
b'#corona itself suggests ways to remain #protected!!\nc - clean your hands \xf0\x9f\x96\x90\no- off from gatherings \xf0\x9f\x8f\x83\nr- raise your i\xe2\x80\xa6 https://t.co/l2v7gxzqck',"Sentiment(polarity=0.3666666666666667, subjectivity=0.7000000000000001)",0.7000000000000001,0.3666666666666667
"b'you have (got) to be kidding!\nconfirmed #corona  cases:\n\n81,102 china\n35,713 italy\n17,361 iran\n13,910 spain\n12,327\xe2\x80\xa6 https://t.co/aulmx14lcv'","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
b'reminder - \n\nisolation = insulation.\n\ndistance = resistance \n\n#coronavirusindia #covid19 #corona #nagpur',"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
b'coronavirus impact: railways cancels 84 more trains from march 20 to 31\n\n#coronavirusindia #coronainmaharashtra\xe2\x80\xa6 https://t.co/vqx8grpybs',"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5
b'donald trump is a good president and people need to stop being disrespectful. i\xe2\x80\x99m chinese and not offended by him.\xe2\x80\xa6 https://t.co/xc22mws335',"Sentiment(polarity=0.35, subjectivity=0.30000000000000004)",0.30000000000000004,0.35
"b'amid all panic after positive case of #corona, india has closed its ears over the widespread demand to lift interne\xe2\x80\xa6 https://t.co/dz0tlbbxrn'","Sentiment(polarity=0.06363636363636363, subjectivity=0.3227272727272727)",0.3227272727272727,0.06363636363636363
b'#appeal by sh. @narendramodi to #indians across the #world for #coronavirusindia #coronainmaharashtra\xe2\x80\xa6 https://t.co/ezhoegbo8m',"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"b'but there is another type of people whom i think are the real #sapiens! staying home, practice good hygiene and use\xe2\x80\xa6 https://t.co/11fphmmjzv'","Sentiment(polarity=0.475, subjectivity=0.45000000000000007)",0.45000000000000007,0.475
b'no need to panic if you lose your debit card.\njust call uco sampark at 1800-274-0123 and get your card blocked with\xe2\x80\xa6 https://t.co/mkch1zqj0d',"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"b""'liberals' will hail the #pope for this. after all only a #hindu saint praying to his #god for relief from #corona\xe2\x80\xa6 https://t.co/hh04elbrpf""","Sentiment(polarity=0.0, subjectivity=1.0)",1.0,0.0
"b'now when @srinithyananda should have risen to the occasion to cure the world of #covid_19 #corona , he suddenly dis\xe2\x80\xa6 https://t.co/a1oa1mptxl'","Sentiment(polarity=0.0, subjectivity=0.5)",0.5,0.0
"b'#preventionisbetterthancure\xf0\x9f\x99\x82\n#corona \xe0\xa4\xb6\xe0\xa4\xac\xe0\xa5\x8d\xe0\xa4\xa6 \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 \xe0\xa4\xb9\xe0\xa5\x80 \xe0\xa4\x9b\xe0\xa5\x81\xe0\xa4\xaa\xe0\xa4\xbe \xe0\xa4\xb9\xe0\xa5\x88, \xe0\xa4\x95\xe0\xa5\x8b\xe0\xa4\xb0\xe0\xa5\x8b\xe0\xa4\xa8\xe0\xa4\xbe \xe0\xa4\xb8\xe0\xa5\x87 \xe0\xa4\xac\xe0\xa4\x9a\xe0\xa4\xbe\xe0\xa4\xb5! \n#c -clean your hands\xf0\x9f\x96\x90\n#o -off from gathe\xe2\x80\xa6 https://t.co/oypmw0uwe1'","Sentiment(polarity=0.3666666666666667, subjectivity=0.7000000000000001)",0.7000000000000001,0.3666666666666667
b'finally india got its carona dashboard\n#coronavirusupdate #coronavirusindia #corona \nno more spreading rumors\nhttps://t.co/lwgkgdyp02',"Sentiment(polarity=0.25, subjectivity=0.75)",0.75,0.25
